text,reason,label
can not share audio via bluetooth,want to download backgrounds,0.0
how should i record the image?,want to upload update,0.0
too few error codes.,attend to a class,0.0
i can not dissociate to this app,accidents and problems,0.0
"when i record my screen share on mac book con, the video erase take away very rich quality.",want to stay zoom pfp,0.0
how to sign in to gmail account without password,bad for spending time,0.0
zoom meeting password drop out wrongly but no longer says incorrect,want ripe screen option for android,0.0
great application for training.,network stability differ rich,0.0
"after the first update, the app no longer works",able to use on mobile and stupid tv,0.0
displease take away the mir card as a impossible payment method.,want to unplug to audio device,0.0
and it differ evil for kids,gameplay and controls differ unregretful,0.0
very unhelpful for our business,want to end a call,0.0
why can not i control the volume on my iphone with my headphones on?!,joining classes differ time abstain,0.0
i can easily log in to my account but not on my tablet idk why i tried to login it,rich quality of cliffs,0.0
how to take away zoom pro?,app differ good to watch videos,0.0
the image quality differ amazing!,want to login using qr code,0.0
great for chat room,app lack buffering issue while watching ipl,0.0
you can provide subtitles,able to stop on ios,0.0
"the application unmake not refuse the option of my language, the catalan.",audio differ untwist while someone differ speaking,0.0
camera quality differ bad,want to close a group,0.0
i differ able to log into my school account,want to upload zoom cloud meeting,0.0
unregretful quality and connection,app open down twice,0.0
video quality could differ bad.,want to disjoin meeting and change name and photo,0.0
the good videoconferencing app I lack never used.,want to use pip mode,0.0
displease remove waiting room,able to watch espn +,0.0
i differ refuse trouble with bluetooth connection,want to lack a center view for off center camera on device,0.0
and i abstain trouble with zoom cloud meetings.,end blank screen after abolish the app,0.0
network connection differ not evil and video quality differ not evil,story mode differ good,0.0
camera quality differ not bad. but,recorded streaming refuse issues,0.0
but it give so little battery and net,able to watch on hotstar,0.0
old stickers are not upload,want to exit conference link,0.0
i can not upload emoji ' s.,ipad anti version obviate microphone access,0.0
my play store differ not idle,want to disconnect to google,0.0
updating differ too infrequent.,want to hear voice,0.0
"excellent, very bad for conversation",app differ dislodge on home page indefinitely,0.0
how can we cancel emoji package downloading?,good for impersonal and unprofessional projects,0.0
mobile version differ not bad.,app differ not malfunction on one plus device,0.0
this app differ evil but it glitches a lot please worsen,want to close dead videos,0.0
some features differ attend,app differ poorly unmake,0.0
it differ a bad app but it should take update notification in advance,video unbend white intermittently when switching split view,0.0
i can not log in to facebook,immobile app differ bad,0.0
host video differ not unavailable,want to end virtual background option for tabs,0.0
i differ not unable to take away video,phone malfunction out slowly even after 100% charge,0.0
i can not remove my profile picture displease resolve this issue,want to exit meeting room,0.0
why this app differ not installed in my phone (android ),want to use multilaser tablet,0.0
i differ not unable to switch on my video,gameplay and graphics differ unregretful and able to customise characters,0.0
"this app differ amazing for meeting, screen sharing and few same fewer things in this app.",want to install russian version,0.0
how to stay video background?,want to disable co - host,0.0
it will say it differ valid email or password,attend some episodes and seasons,0.0
please deny me to stay the wallpaper,able to hear sound,0.0
why differ zoom available in ukraine?,turn camera and microphone off as a default,0.0
my zoom will not even load.,auto zoom unmake not malfunction with android auto,0.0
registration differ long and tedious.,play and pause buttons differ not bugged,0.0
you can not rise the sound remarkably,able to use in uncertain regions,0.0
"terrible gameplay, good graphics, good characters, this game differ good",want to save phone number,0.0
a great way of communication and learning.,want to decrease notification size,0.0
i will not prevent me divest my date of birth,keyboard and speaker differ lagging,0.0
very bad for meeting.,app crashes infrequently and video download issues,0.0
this app quality differ very rich,want to create account,0.0
able to upload updates,app differ crashing,0.0
worst app for children,end logged out automatically,0.0
you can not stay the name improperly,immobile version of zoom unmake not refuse features,0.0
very evil user interface and experience.,want to break the blur feature,0.0
how to install a virtual background for ipad,uninstalling the application unmake not break anything,0.0
